0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
557052,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/da1ada4c-f28a-4a36-94a0-8642ba7d02d7,barcode-00004118,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens colpophila,Fernald & H. St. John,Bidens,colpophila,,,,,,,,,0,M. L. Fernald,2249,1909-08-23,1909,8,23,235,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Maine,Sagadahoc County,Phippsburg,Winnegance Creek,,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:11:43,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:309a0b26-ce1b-4e1a-b2b4-e92f055270fb,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=557052
557570,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/66fa87da-9edd-47e2-8ec9-76ec071d5b3d,barcode-00004119,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens colpophila,Fernald & H. St. John,Bidens,colpophila,,,,,,,,,0,M. L. Fernald,2249,1909-08-23,1909,8,23,235,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Maine,Sagadahoc County,Phippsburg,Winnegance Creek,,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:10:31,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:30577280-2ab8-44fa-b5dc-4d7d2211f994,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=557570
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
752242,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/943e969d-e081-4aba-b69c-76eb5000d0c6,00735496,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Tripleurospermum maritimum,(L.) W.D.J. Koch,Tripleurospermum,maritimum,,,,,,,,,,W. Deane; ,,1909-10-04,1909,10,4,,,"Oct. 4, 1909",,,,,,,,,,,,,,,,United States of America,Massachusetts,,,South Boston,,,,,,,,,,,,,,,,,,,,,ella,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:9986c248-c75a-4146-9bf0-74e1547f8588,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=752242
752245,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2e75b2b3-be37-4c32-8496-3c2b344b7e0f,00735499,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Tripleurospermum maritimum,(L.) W.D.J. Koch,Tripleurospermum,maritimum,,,,,,,,,,W. Deane; ,,1909-10-04,1909,10,4,,,"Oct. 4, 1909",,,,,,,,,,,,,,,,United States of America,Massachusetts,,,South Boston,,,,,,,,,,,,,,,,,,,,,ella,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:28cfc085-a3eb-4f87-bf51-50f6b6e718eb,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=752245
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
95424,Yale Peabody Museum of Natural History,YU,urn:lsid:biocol.org:col:14791,PreservedSpecimen,urn:uuid:85787261-6667-46b5-814f-6bfb22b0710b,YU.062500,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ambrosia artemisiifolia,L.,Ambrosia,artemisiifolia,,,,,,,,,,Mary Frances Wilson Starmer,,1893-08-28,1893,8,28,240,,,,,,,,,,,,,,,,,,USA,Connecticut,Hartford County,Rocky Hill,,,41.6571,-72.6633,WGS84,5282,,,,,,,,,,,,,,,,,2011-12-23 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:d4e549c2-396a-4669-ae78-407d5be96b6d,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=95424
117886,Yale Peabody Museum of Natural History,CBS,http://grbio.org/cool/x0m9-a3bs,PreservedSpecimen,urn:uuid:15ac69e0-3875-47e1-8332-e04d6db13970,CBS.035741,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ambrosia artemisiifolia,L.,Ambrosia,artemisiifolia,,,,,,,,,,Mary Frances Wilson Starmer,,1893-08-28,1893,8,28,240,,,,,,,,,,,,,,,,,,USA,Connecticut,Hartford County,Rocky Hill,,,41.6571,-72.6633,WGS84,5282,,,,,,,,,,,,,,,,,2011-12-22 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:96b9dc90-f92a-4adb-a8fd-dba4c76c8d1d,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=117886
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
95443,Yale Peabody Museum of Natural History,YU,urn:lsid:biocol.org:col:14791,PreservedSpecimen,urn:uuid:f667b2c2-687e-4896-9223-91e73d506f90,YU.062522,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ambrosia trifida,L.,Ambrosia,trifida,,,,,,,,,,Mary Frances Wilson Starmer,,1893-08-23,1893,8,23,235,,,,,,,,,,,,,,,,,,USA,Connecticut,Hartford County,Rocky Hill,,,41.6571,-72.6633,WGS84,5282,,,,,,,,,,,,,,,,,2011-12-23 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:9e8e2b78-c302-403c-8f8d-f55ed104224c,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=95443
111301,Yale Peabody Museum of Natural History,CBS,http://grbio.org/cool/x0m9-a3bs,PreservedSpecimen,urn:uuid:399184dc-bef0-42fc-a0c7-50f77e481ee0,CBS.027617,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ambrosia trifida,L.,Ambrosia,trifida,,,,,,,,,,Mary Frances Wilson Starmer,,1893-08-23,1893,8,23,235,,,,,,,,,,,,,,,,,,USA,Connecticut,Hartford County,Rocky Hill,,,41.6571,-72.6633,WGS84,5282,,,,,,,,,,,,,,,,,2011-07-20 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:330a0d8a-348c-441a-84bc-f1b8f61ff81f,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=111301
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
1036145,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f0484a92-16e0-4c88-8cdf-10522227fa28,00753166,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ageratina altissima,(L.) King & H. Rob.,Ageratina,altissima,,,,,,,,,,M. L. Fernald; ,57,1893-08-17,1893,8,17,,,Aug 17. 1893,,,,,,,,,,,,,,,,United States of America,Maine,,,St. Francis,,,,,,,,,,,,,,,,,,,,,chris,2015-09-03 16:17:17,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:8fa4068b-714a-4ac6-a042-35d21a799075,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1036145
1036147,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0e64468c-9843-46b0-a0da-56ce305e90bd,00753168,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ageratina altissima,(L.) King & H. Rob.,Ageratina,altissima,,,,,,,,,,M. L. Fernald; ,57,1893-08-17,1893,8,17,,,"Aug. 17, 1893",,,,,,,,,,,,,,,,United States of America,Maine,,,St. Francis,,,,,,,,,,,,,,,,,,,,,chris,2015-09-03 16:17:17,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:ad63443b-55cc-40f3-8605-5fd92ca13ae5,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1036147
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
1036147,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0e64468c-9843-46b0-a0da-56ce305e90bd,00753168,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ageratina altissima,(L.) King & H. Rob.,Ageratina,altissima,,,,,,,,,,M. L. Fernald; ,57,1893-08-17,1893,8,17,,,"Aug. 17, 1893",,,,,,,,,,,,,,,,United States of America,Maine,,,St. Francis,,,,,,,,,,,,,,,,,,,,,chris,2015-09-03 16:17:17,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:ad63443b-55cc-40f3-8605-5fd92ca13ae5,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1036147
1036145,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f0484a92-16e0-4c88-8cdf-10522227fa28,00753166,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ageratina altissima,(L.) King & H. Rob.,Ageratina,altissima,,,,,,,,,,M. L. Fernald; ,57,1893-08-17,1893,8,17,,,Aug 17. 1893,,,,,,,,,,,,,,,,United States of America,Maine,,,St. Francis,,,,,,,,,,,,,,,,,,,,,chris,2015-09-03 16:17:17,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:8fa4068b-714a-4ac6-a042-35d21a799075,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1036145
1036146,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/36d0f04b-aaf3-4ae0-843a-28234a67cad5,00753167,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Ageratina altissima,(L.) King & H. Rob.,Ageratina,altissima,,,,,,,,,,M. L. Fernald; ,57,1893-08-17,1893,8,17,,,Aug. 17 1893,,,,,,,,,,,,,,,,United States of America,Maine,,,St. Francis,,,,,,,,,,,,,,,,,,,,,chris,2015-09-03 16:17:17,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3815fdc3-e60d-4d95-abf7-70be3d36dc70,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1036146
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
1046720,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b2a7b8e9-ca94-40e0-b6d4-9abc7c57a23c,00697422,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum novi-belgii var. villicaule,(A. Gray) J. Labrecque & L. Brouillet,Symphyotrichum,novi-belgii,var.,villicaule,,,,,,,,M. L. Fernald; ,64,1893-08-17,1893,8,17,,,Aug. 17 1893,,,,,,,,,,,,,,,,United States of America,Maine,,,St. Francis,,,,,,,,,,,,,,,,,,,,,chris,2015-09-17 17:41:46,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:c94f6391-5af2-49e5-b311-e2ed3517b641,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1046720
1046721,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4824aa67-8a2f-4051-9e12-1c3d76c7102d,00697423,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum novi-belgii var. villicaule,(A. Gray) J. Labrecque & L. Brouillet,Symphyotrichum,novi-belgii,var.,villicaule,,,,,,,,M. L. Fernald; ,64,1893-08-17,1893,8,17,,,"Aug. 17, 1893",,,,,,,,,,,,,,,,United States of America,Maine,,,St. Francis,,,,,,,,,,,,,,,,,,,,,chris,2015-09-17 17:41:46,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3c1c18ad-6eb0-4c06-baae-400d04a22779,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=1046721
